author,year,journal,doi,location,type,cover,zone,map,map_note,mat,ph,sand,silt,clay,texture_note,tot_n,av_n,tot_p,av_p,som,soc,soc_note,n_fert_class,n_fert_amt,p_fert_amt,irrigated,duration,sample,depth,main,main_cat,inter,inter_cat,n_ctrl,n_trt,ler,yield_rr,yield_lnrr,yield_ler,enz,enz_ec,enz_type,avg_eea_ctrl,stddev_eea_ctrl,avg_eea_trt,stddev_avg_trt,stddev_note,avg_mbc_ctrl,stddev_mbc_ctrl,avg_mbc_trt,stddev_mbc_trt,lnrr_eea,var_lnrr_eea,lnrr_mbc,var_lnrr_mbc,assay_method,assay_soil
Chander et al,1998,Biol Fertil Soils,10.1007/s003740050416,India,Field,Field,Temperate,400,,28.3,7.46,70,16,14,,0.50,,1.30,4.00,,4.50,,Low,100,,,3,Bulk,,Wheat/Cowpea rotation,Legume,Shisham,Woody,3,3,,0.52,-0.65,0.52,Dehydrogenase,1.1.1.-,General,27.00,3.83,39.00,3.83,,229.00,5.35,261.00,5.35,0.37,0.01,0.13,0.00,TPF/TTC,Fresh
Zheng et al  ,2018,European Journal of Soil Biology,10.1016/j.ejsobi.2018.01.009,China,Field,Field,Temperate,570,,11.4,8.3,8,67,25,,1.03,24.90,,15.94,13.02,7.55,c,Medium,190,112,,9,Bulk,20,Apple,Woody,Crown vetch,Legume,3,3,,,,,?-glucosidase,3.2.1.21,Carbon,61.44,5.26,68.93,5.17,,,,,,0.12,0.00,    ,    ,MUB,Fresh
Zheng et al  ,2018,European Journal of Soil Biology,10.1016/j.ejsobi.2018.01.009,China,Field,Field,Temperate,570,,11.4,8.3,8,67,25,,1.03,24.90,,15.94,13.02,7.55,c,Medium,190,112,,9,Bulk,20,Apple,Woody,Crown vetch,Legume,3,3,,,,,?-xylosidase,,Carbon,19.32,1.90,23.60,2.42,,,,,,0.20,0.01,    ,    ,MUB,Fresh
Zheng et al  ,2018,European Journal of Soil Biology,10.1016/j.ejsobi.2018.01.009,China,Field,Field,Temperate,570,,11.4,8.3,8,67,25,,1.03,24.90,,15.94,13.02,7.55,c,Medium,190,112,,9,Bulk,20,Apple,Woody,Crown vetch,Legume,3,3,,,,,Cellobiohydrolase,3.2.1.91,Carbon,15.90,0.36,18.26,0.90,,,,,,0.14,0.00,    ,    ,MUB,Fresh
Zheng et al  ,2018,European Journal of Soil Biology,10.1016/j.ejsobi.2018.01.009,China,Field,Field,Temperate,570,,11.4,8.3,8,67,25,,1.03,24.90,,15.94,13.02,7.55,c,Medium,190,112,,9,Bulk,20,Apple,Woody,Crown vetch,Legume,3,3,,,,,N-acetyl-glucosaminidase,3.2.1.50,Nitrogen,7.87,1.12,8.41,1.27,,,,,,0.07,0.01,    ,    ,MUB,Fresh
Zheng et al  ,2018,European Journal of Soil Biology,10.1016/j.ejsobi.2018.01.009,China,Field,Field,Temperate,570,,11.4,8.3,8,67,25,,1.03,24.90,,15.94,13.02,7.55,c,Medium,190,112,,9,Bulk,20,Apple,Woody,Crown vetch,Legume,3,3,,,,,Phosphatase,3.1.3.-,Phosphorous,156.64,6.43,162.14,7.97,,,,,,0.04,0.00,    ,    ,MUB,Fresh
Wang et al,2017,Field Crops Research,10.1016/j.fcr.2016.12.020,China,Pot,Covered,,,,,6.59,,,,,,60.10,,26.00,29.20,16.94,c,Medium,240,0,,1,Rhizosphere,,Maize,Grass,Soybean,Legume,3,3,,,,,Acid phosphatase,3.1.3.2,Phosphorous,1.87,0.04,2.13,0.06,,,,,,0.13,0.00,    ,    ,PNP,Fresh
Wang et al,2017,Field Crops Research,10.1016/j.fcr.2016.12.020,China,Pot,Covered,,,,,6.59,,,,,,60.10,,26.00,29.20,16.94,c,Medium,240,70,,1,Rhizosphere,,Maize,Grass,Soybean,Legume,3,3,,,,,Acid phosphatase,3.1.3.2,Phosphorous,1.66,0.05,1.69,0.05,,,,,,0.02,0.00,    ,    ,PNP,Fresh
Wang et al,2017,Field Crops Research,10.1016/j.fcr.2016.12.020,China,Pot,Covered,,,,,6.59,,,,,,60.10,,26.00,29.20,16.94,c,Medium,240,0,,1,Rhizosphere,,Maize,Grass,Sweet potato,Forb,3,3,,,,,Acid phosphatase,3.1.3.2,Phosphorous,1.87,0.06,2.00,0.06,,,,,,0.07,0.00,    ,    ,PNP,Fresh
Wang et al,2017,Field Crops Research,10.1016/j.fcr.2016.12.020,China,Pot,Covered,,,,,6.59,,,,,,60.10,,26.00,29.20,16.94,c,Medium,240,70,,1,Rhizosphere,,Maize,Grass,Sweet potato,Forb,3,3,,,,,Acid phosphatase,3.1.3.2,Phosphorous,1.66,0.05,1.64,0.05,,,,,,-0.01,0.00,    ,    ,PNP,Fresh
Wang et al,2017,Field Crops Research,10.1016/j.fcr.2016.12.020,China,Pot,Covered,,,,,6.59,,,,,,60.10,,26.00,29.20,16.94,c,Medium,240,0,,2,Rhizosphere,,Maize,Grass,Soybean,Legume,3,3,,,,,Acid phosphatase,3.1.3.2,Phosphorous,2.12,0.06,2.32,0.03,,,,,,0.09,0.00,    ,    ,PNP,Fresh
Wang et al,2017,Field Crops Research,10.1016/j.fcr.2016.12.020,China,Pot,Covered,,,,,6.59,,,,,,60.10,,26.00,29.20,16.94,c,Medium,240,70,,2,Rhizosphere,,Maize,Grass,Soybean,Legume,3,3,,,,,Acid phosphatase,3.1.3.2,Phosphorous,1.69,0.02,1.78,0.02,,,,,,0.05,0.00,    ,    ,PNP,Fresh
Wang et al,2017,Field Crops Research,10.1016/j.fcr.2016.12.020,China,Pot,Covered,,,,,6.59,,,,,,60.10,,26.00,29.20,16.94,c,Medium,240,0,,2,Rhizosphere,,Maize,Grass,Sweet potato,Forb,3,3,,,,,Acid phosphatase,3.1.3.2,Phosphorous,1.95,0.07,2.12,0.06,,,,,,0.08,0.00,    ,    ,PNP,Fresh
Wang et al,2017,Field Crops Research,10.1016/j.fcr.2016.12.020,China,Pot,Covered,,,,,6.59,,,,,,60.10,,26.00,29.20,16.94,c,Medium,240,70,,2,Rhizosphere,,Maize,Grass,Sweet potato,Forb,3,3,,,,,Acid phosphatase,3.1.3.2,Phosphorous,1.57,0.03,1.63,0.03,,,,,,0.04,0.00,    ,    ,PNP,Fresh
Xu et al,2007,Chin. J. Appl. Ecol. (Chinese),PMID: 18333449 ,China,,,,,,,7.87,,,,,1.07,90.06,,55.41,12.98,7.53,c,,,,,1,Rhizosphere,,Capsicum,Forb,Maize,Grass,3,3,1.44,0.54,-0.62,1.44,Catalase,1.11.1.6,General,3.35,0.75,4.49,0.75,,,,,,0.29,0.03,    ,    ,,
Xu et al,2007,Chin. J. Appl. Ecol. (Chinese),PMID: 18333449 ,China,,,,,,,7.87,,,,,1.07,90.06,,55.41,12.98,7.53,c,,,,,1,Rhizosphere,,Maize,Grass,Capsicum,Forb,3,3,1.44,0.90,-0.10,1.44,Catalase,1.11.1.6,General,4.47,1.08,4.98,1.08,,,,,,0.11,0.04,    ,    ,,
Xu et al,2007,Chin. J. Appl. Ecol. (Chinese),PMID: 18333449 ,China,,,,,,,7.87,,,,,1.07,90.06,,55.41,12.98,7.53,c,,,,,1,Rhizosphere,,Capsicum,Forb,Maize,Grass,3,3,1.44,0.54,-0.62,1.44,Phosphatase,3.1.3.-,Phosphorous,0.68,0.27,0.95,0.27,,,,,,0.33,0.08,    ,    ,,
Xu et al,2007,Chin. J. Appl. Ecol. (Chinese),PMID: 18333449 ,China,,,,,,,7.87,,,,,1.07,90.06,,55.41,12.98,7.53,c,,,,,1,Rhizosphere,,Maize,Grass,Capsicum,Forb,3,3,1.44,0.90,-0.10,1.44,Phosphatase,3.1.3.-,Phosphorous,0.72,0.39,1.05,0.39,,,,,,0.38,0.14,    ,    ,,
Xu et al,2007,Chin. J. Appl. Ecol. (Chinese),PMID: 18333449 ,China,,,,,,,7.87,,,,,1.07,90.06,,55.41,12.98,7.53,c,,,,,1,Rhizosphere,,Capsicum,Forb,Maize,Grass,3,3,1.44,0.54,-0.62,1.44,Protease,3.4.-,Nitrogen,1.81,0.51,2.95,0.51,,,,,,0.49,0.04,    ,    ,,
Xu et al,2007,Chin. J. Appl. Ecol. (Chinese),PMID: 18333449 ,China,,,,,,,7.87,,,,,1.07,90.06,,55.41,12.98,7.53,c,,,,,1,Rhizosphere,,Maize,Grass,Capsicum,Forb,3,3,1.44,0.90,-0.10,1.44,Protease,3.4.-,Nitrogen,1.95,0.62,2.85,0.62,,,,,,0.38,0.05,    ,    ,,
Xu et al,2007,Chin. J. Appl. Ecol. (Chinese),PMID: 18333449 ,China,,,,,,,7.87,,,,,1.07,90.06,,55.41,12.98,7.53,c,,,,,1,Rhizosphere,,Capsicum,Forb,Maize,Grass,3,3,1.44,0.54,-0.62,1.44,Invertase,3.2.1.26,Carbon,5.57,0.60,6.46,0.61,,,,,,0.15,0.01,    ,    ,,
Xu et al,2007,Chin. J. Appl. Ecol. (Chinese),PMID: 18333449 ,China,,,,,,,7.87,,,,,1.07,90.06,,55.41,12.98,7.53,c,,,,,1,Rhizosphere,,Maize,Grass,Capsicum,Forb,3,3,1.44,0.90,-0.10,1.44,Invertase,3.2.1.26,Carbon,5.73,1.45,6.81,1.45,,,,,,0.17,0.04,    ,    ,,
Xu et al,2007,Chin. J. Appl. Ecol. (Chinese),PMID: 18333449 ,China,,,,,,,7.87,,,,,1.07,90.06,,55.41,12.98,7.53,c,,,,,1,Rhizosphere,,Capsicum,Forb,Maize,Grass,3,3,1.44,0.54,-0.62,1.44,Urease,3.5.1.5,Nitrogen,7.87,3.00,9.97,3.00,,,,,,0.24,0.08,    ,    ,,
Xu et al,2007,Chin. J. Appl. Ecol. (Chinese),PMID: 18333449 ,China,,,,,,,7.87,,,,,1.07,90.06,,55.41,12.98,7.53,c,,,,,1,Rhizosphere,,Maize,Grass,Capsicum,Forb,3,3,1.44,0.90,-0.10,1.44,Urease,3.5.1.5,Nitrogen,5.29,2.51,8.83,2.51,,,,,,0.51,0.10,    ,    ,,
Kuang et al,2010,Chinese Journal of Eco-Agriculture (Chinese),10.3724/SP.J.1011.2010.00617,China,Field,Field,,,,,7.63,,,,,,113.20,,14.50,24.60,14.27,c,,,,,,Bulk,,Banana,Woody,Peanut,Legume,4,4,,,,,Alkaline phosphatase,3.1.3.1,Phosphorous,40.10,3.26,116.25,7.80,,,,,,1.06,0.00,    ,    ,,
Kuang et al,2010,Chinese Journal of Eco-Agriculture (Chinese),10.3724/SP.J.1011.2010.00617,China,Field,Field,,,,,7.63,,,,,,113.20,,14.50,24.60,14.27,c,,,,,,Bulk,,Banana,Woody,Peanut,Legume,4,4,,,,,Alkaline phosphatase,3.1.3.1,Phosphorous,40.10,3.26,168.25,10.42,,,,,,1.43,0.00,    ,    ,,
Kuang et al,2010,Chinese Journal of Eco-Agriculture (Chinese),10.3724/SP.J.1011.2010.00617,China,Field,Field,,,,,7.63,,,,,,113.20,,14.50,24.60,14.27,c,,,,,,Bulk,,Banana,Woody,Peanut,Legume,4,4,,,,,Alkaline phosphatase,3.1.3.1,Phosphorous,40.10,3.26,29.25,2.18,,,,,,-0.32,0.00,    ,    ,,
Kuang et al,2010,Chinese Journal of Eco-Agriculture (Chinese),10.3724/SP.J.1011.2010.00617,China,Field,Field,,,,,7.63,,,,,,113.20,,14.50,24.60,14.27,c,,,,,,Bulk,,Banana,Woody,Peanut,Legume,4,4,,,,,Catalase,1.11.1.6,General,27.25,4.56,9.25,0.22,,,,,,-1.08,0.01,    ,    ,,
Kuang et al,2010,Chinese Journal of Eco-Agriculture (Chinese),10.3724/SP.J.1011.2010.00617,China,Field,Field,,,,,7.63,,,,,,113.20,,14.50,24.60,14.27,c,,,,,,Bulk,,Banana,Woody,Peanut,Legume,4,4,,,,,Catalase,1.11.1.6,General,27.25,4.56,9.38,0.16,,,,,,-1.07,0.01,    ,    ,,
Kuang et al,2010,Chinese Journal of Eco-Agriculture (Chinese),10.3724/SP.J.1011.2010.00617,China,Field,Field,,,,,7.63,,,,,,113.20,,14.50,24.60,14.27,c,,,,,,Bulk,,Banana,Woody,Peanut,Legume,4,4,,,,,Catalase,1.11.1.6,General,27.25,4.56,8.25,1.66,,,,,,-1.20,0.02,    ,    ,,
Kuang et al,2010,Chinese Journal of Eco-Agriculture (Chinese),10.3724/SP.J.1011.2010.00617,China,Field,Field,,,,,7.63,,,,,,113.20,,14.50,24.60,14.27,c,,,,,,Bulk,,Banana,Woody,Peanut,Legume,4,4,,,,,Invertase,3.2.1.26,Carbon,9.65,0.42,47.93,2.70,,,,,,1.60,0.00,    ,    ,,
Kuang et al,2010,Chinese Journal of Eco-Agriculture (Chinese),10.3724/SP.J.1011.2010.00617,China,Field,Field,,,,,7.63,,,,,,113.20,,14.50,24.60,14.27,c,,,,,,Bulk,,Banana,Woody,Peanut,Legume,4,4,,,,,Invertase,3.2.1.26,Carbon,9.65,0.42,51.48,1.58,,,,,,1.67,0.00,    ,    ,,
Kuang et al,2010,Chinese Journal of Eco-Agriculture (Chinese),10.3724/SP.J.1011.2010.00617,China,Field,Field,,,,,7.63,,,,,,113.20,,14.50,24.60,14.27,c,,,,,,Bulk,,Banana,Woody,Peanut,Legume,4,4,,,,,Invertase,3.2.1.26,Carbon,9.65,0.42,60.18,2.38,,,,,,1.83,0.00,    ,    ,,
Kuang et al,2010,Chinese Journal of Eco-Agriculture (Chinese),10.3724/SP.J.1011.2010.00617,China,Field,Field,,,,,7.63,,,,,,113.20,,14.50,24.60,14.27,c,,,,,,Bulk,,Banana,Woody,Peanut,Legume,4,4,,,,,Urease,3.5.1.5,Nitrogen,12.50,1.38,11.75,1.66,,,,,,-0.06,0.01,    ,    ,,
Kuang et al,2010,Chinese Journal of Eco-Agriculture (Chinese),10.3724/SP.J.1011.2010.00617,China,Field,Field,,,,,7.63,,,,,,113.20,,14.50,24.60,14.27,c,,,,,,Bulk,,Banana,Woody,Peanut,Legume,4,4,,,,,Urease,3.5.1.5,Nitrogen,12.50,1.38,16.50,2.24,,,,,,0.28,0.01,    ,    ,,
Kuang et al,2010,Chinese Journal of Eco-Agriculture (Chinese),10.3724/SP.J.1011.2010.00617,China,Field,Field,,,,,7.63,,,,,,113.20,,14.50,24.60,14.27,c,,,,,,Bulk,,Banana,Woody,Peanut,Legume,4,4,,,,,Urease,3.5.1.5,Nitrogen,12.50,1.38,17.00,1.42,,,,,,0.31,0.01,    ,    ,,
Manna and Singh,2001,Bioresource Technology,10.1016/S0960-8524(00)00088-2,India,Field,Field,Tropical,2000,,25,7.5,72.4,14.2,13.4,,0.58,169.00,,3.10,,3.40,,Medium,225,450,,38,Bulk,15,Coconut,Woody,Sapota,Woody,3,3,,,,,Dehydrogenase,1.1.1.-,General,79.20,7.27,109.10,7.27,,504.20,8.68,1384.00,8.68,0.32,0.00,1.01,0.00,TPF/TTC,Fresh
Manna and Singh,2001,Bioresource Technology,10.1016/S0960-8524(00)00088-2,India,Field,Field,Tropical,2000,,25,7.5,72.4,14.2,13.4,,0.58,169.00,,3.10,,3.40,,Medium,225,450,,38,Bulk,15,Coconut,Woody,Guava,Woody,3,3,,,,,Dehydrogenase,1.1.1.-,General,79.20,7.27,113.20,7.27,,504.20,8.68,1404.00,8.68,0.36,0.00,1.02,0.00,TPF/TTC,Fresh
Manna and Singh,2001,Bioresource Technology,10.1016/S0960-8524(00)00088-2,India,Field,Field,Tropical,2000,,25,7.5,72.4,14.2,13.4,,0.58,169.00,,3.10,,3.40,,Medium,225,450,,38,Bulk,15,Coconut,Woody,Sapota,Woody,3,3,,,,,Phosphatase,3.1.3.-,Phosphorous,101.30,5.20,123.00,5.20,,504.20,8.68,1384.00,8.68,0.19,0.00,1.01,0.00,PNP,Fresh
Manna and Singh,2001,Bioresource Technology,10.1016/S0960-8524(00)00088-2,India,Field,Field,Tropical,2000,,25,7.5,72.4,14.2,13.4,,0.58,169.00,,3.10,,3.40,,Medium,225,450,,38,Bulk,15,Coconut,Woody,Guava,Woody,3,3,,,,,Phosphatase,3.1.3.-,Phosphorous,101.30,5.20,133.40,5.20,,504.20,8.68,1404.00,8.68,0.28,0.00,1.02,0.00,PNP,Fresh
Manna and Singh,2001,Bioresource Technology,10.1016/S0960-8524(00)00088-2,India,Field,Field,Tropical,2000,,25,6.5,70.9,17.9,11.2,,0.48,154.00,,2.50,,2.40,,Medium,225,450,,38,Bulk,15,Coconut,Woody,Guava,Woody,3,3,,,,,Dehydrogenase,1.1.1.-,General,36.20,3.64,64.30,3.64,,442.00,14.90,662.20,14.90,0.58,0.00,0.40,0.00,TPF/TTC,Fresh
Manna and Singh,2001,Bioresource Technology,10.1016/S0960-8524(00)00088-2,India,Field,Field,Tropical,2000,,25,6.5,70.9,17.9,11.2,,0.48,154.00,,2.50,,2.40,,Medium,225,450,,38,Bulk,15,Coconut,Woody,Banana,Woody,3,3,,,,,Dehydrogenase,1.1.1.-,General,36.20,3.64,48.00,3.64,,442.00,14.90,975.00,14.90,0.28,0.01,0.79,0.00,TPF/TTC,Fresh
Manna and Singh,2001,Bioresource Technology,10.1016/S0960-8524(00)00088-2,India,Field,Field,Tropical,2000,,25,6.5,70.9,17.9,11.2,,0.48,154.00,,2.50,,2.40,,Medium,225,450,,38,Bulk,15,Coconut,Woody,Custard apple,Woody,3,3,,,,,Dehydrogenase,1.1.1.-,General,36.20,3.64,45.30,3.64,,442.00,14.90,649.30,14.90,0.22,0.01,0.39,0.00,TPF/TTC,Fresh
Manna and Singh,2001,Bioresource Technology,10.1016/S0960-8524(00)00088-2,India,Field,Field,Tropical,2000,,25,6.5,70.9,17.9,11.2,,0.48,154.00,,2.50,,2.40,,Medium,225,450,,38,Bulk,15,Coconut,Woody,Sapota,Woody,3,3,,,,,Dehydrogenase,1.1.1.-,General,36.20,3.64,67.40,3.64,,442.00,14.90,1154.20,14.90,0.62,0.00,0.96,0.00,TPF/TTC,Fresh
Manna and Singh,2001,Bioresource Technology,10.1016/S0960-8524(00)00088-2,India,Field,Field,Tropical,2000,,25,6.5,70.9,17.9,11.2,,0.48,154.00,,2.50,,2.40,,Medium,225,450,,38,Bulk,15,Coconut,Woody,Litchi,Woody,3,3,,,,,Dehydrogenase,1.1.1.-,General,36.20,3.64,79.30,3.64,,442.00,14.90,1164.10,14.90,0.78,0.00,0.97,0.00,TPF/TTC,Fresh
Manna and Singh,2001,Bioresource Technology,10.1016/S0960-8524(00)00088-2,India,Field,Field,Tropical,2000,,25,6.5,70.9,17.9,11.2,,0.48,154.00,,2.50,,2.40,,Medium,225,450,,38,Bulk,15,Coconut,Woody,Guava,Woody,3,3,,,,,Phosphatase,3.1.3.-,Phosphorous,43.20,5.37,58.30,5.37,,442.00,14.90,662.20,14.90,0.30,0.01,0.40,0.00,PNP,Fresh
Manna and Singh,2001,Bioresource Technology,10.1016/S0960-8524(00)00088-2,India,Field,Field,Tropical,2000,,25,6.5,70.9,17.9,11.2,,0.48,154.00,,2.50,,2.40,,Medium,225,450,,38,Bulk,15,Coconut,Woody,Banana,Woody,3,3,,,,,Phosphatase,3.1.3.-,Phosphorous,43.20,5.37,86.40,5.37,,442.00,14.90,975.00,14.90,0.69,0.01,0.79,0.00,PNP,Fresh
Manna and Singh,2001,Bioresource Technology,10.1016/S0960-8524(00)00088-2,India,Field,Field,Tropical,2000,,25,6.5,70.9,17.9,11.2,,0.48,154.00,,2.50,,2.40,,Medium,225,450,,38,Bulk,15,Coconut,Woody,Custard apple,Woody,3,3,,,,,Phosphatase,3.1.3.-,Phosphorous,43.20,5.37,63.30,5.37,,442.00,14.90,649.30,14.90,0.38,0.01,0.39,0.00,PNP,Fresh
Manna and Singh,2001,Bioresource Technology,10.1016/S0960-8524(00)00088-2,India,Field,Field,Tropical,2000,,25,6.5,70.9,17.9,11.2,,0.48,154.00,,2.50,,2.40,,Medium,225,450,,38,Bulk,15,Coconut,Woody,Sapota,Woody,3,3,,,,,Phosphatase,3.1.3.-,Phosphorous,43.20,5.37,103.10,5.37,,442.00,14.90,1154.20,14.90,0.87,0.01,0.96,0.00,PNP,Fresh
Manna and Singh,2001,Bioresource Technology,10.1016/S0960-8524(00)00088-2,India,Field,Field,Tropical,2000,,25,6.5,70.9,17.9,11.2,,0.48,154.00,,2.50,,2.40,,Medium,225,450,,38,Bulk,15,Coconut,Woody,Litchi,Woody,3,3,,,,,Phosphatase,3.1.3.-,Phosphorous,43.20,5.37,113.20,5.37,,442.00,14.90,1164.10,14.90,0.96,0.01,0.97,0.00,PNP,Fresh
Ghosh et al.,2006,Agronomy Journal,10.2134/agronj2005.0328,India,Field,Field,Tropical,1016,,25,8.1,,,,,,72.00,,5.30,,5.20,,Low,,,,5,Rhizosphere,,Soybean,Legume,Sorghum,Grass,3,3,1.17,,,1.17,Dehydrogenase,1.1.1.-,General,61.00,2.06,64.00,2.25,,198.00,11.98,217.00,11.98,0.05,0.00,0.09,0.00,TPF/TTC,Fresh
Ghosh et al.,2006,Agronomy Journal,10.2134/agronj2005.0328,India,Field,Field,Tropical,1016,,25,8.1,,,,,,72.00,,5.30,,5.20,,Low,,,,5,Rhizosphere,,Sorghum,Grass,Soybean,Legume,3,3,1.17,,,1.17,Dehydrogenase,1.1.1.-,General,75.00,2.03,81.00,2.94,,211.00,11.98,217.00,11.98,0.08,0.00,0.03,0.00,TPF/TTC,Fresh
Gunes et al.,2007,Journal of Plant Nutrition,10.1080/01904160701555648,Turkey,Pot,Covered,Temperate,,,,7.94,,,,,1.20,,0.09,14.50,7.60,4.41,c,Low,40,,,1,Bulk,,Chickpea,Legume,Barley,Grass,4,4,,0.85,-0.16,0.85,Acid phosphatase,3.1.3.2,Phosphorous,0.32,0.02,0.32,0.02,,,,,,0.00,0.00,    ,    ,PNP,Fresh
Gunes et al.,2007,Journal of Plant Nutrition,10.1080/01904160701555648,Turkey,Pot,Covered,Temperate,,,,7.94,,,,,1.20,,0.09,14.50,7.60,4.41,c,Low,40,,,1,Bulk,,Barley,Grass,Chickpea,Legume,4,4,,1.15,0.14,1.15,Acid phosphatase,3.1.3.2,Phosphorous,0.33,0.02,0.32,0.02,,,,,,-0.03,0.00,    ,    ,PNP,Fresh
Gunes et al.,2007,Journal of Plant Nutrition,10.1080/01904160701555648,Turkey,Pot,Covered,Temperate,,,,7.94,,,,,1.20,,0.09,14.50,7.60,4.41,c,Low,40,,,1,Rhizosphere,,Chickpea,Legume,Barley,Grass,4,4,,0.85,-0.16,0.85,Acid phosphatase,3.1.3.2,Phosphorous,0.33,0.02,0.36,0.02,,,,,,0.09,0.00,    ,    ,PNP,Fresh
Gunes et al.,2007,Journal of Plant Nutrition,10.1080/01904160701555648,Turkey,Pot,Covered,Temperate,,,,7.94,,,,,1.20,,0.09,14.50,7.60,4.41,c,Low,40,,,1,Rhizosphere,,Barley,Grass,Chickpea,Legume,4,4,,1.15,0.14,1.15,Acid phosphatase,3.1.3.2,Phosphorous,0.34,0.02,0.36,0.02,,,,,,0.06,0.00,    ,    ,PNP,Fresh
Lan et al.,2010,Chinese Journal of Eco-Agriculture (Chinese),10.3724/sp.j.1011.2010.00917,China,Field,Field,Temperate,250,,6.6,7.5,,,,,15.90,21.30,,9.30,,,,,,0,,,Rhizosphere,,Maize,Grass,Chickpea,Legume,3,3,0.88,,,0.88,Acid phosphatase,3.1.3.2,Phosphorous,0.91,0.07,0.91,0.12,,,,,,0.00,0.01,    ,    ,PNP,Fresh
Lan et al.,2010,Chinese Journal of Eco-Agriculture (Chinese),10.3724/sp.j.1011.2010.00917,China,Field,Field,Temperate,250,,6.6,7.5,,,,,15.90,21.30,,9.30,,,,,,0,,,Rhizosphere,,Chickpea,Legume,Maize,Grass,3,3,0.88,,,0.88,Acid phosphatase,3.1.3.2,Phosphorous,1.01,0.07,0.89,0.16,,,,,,-0.13,0.01,    ,    ,PNP,Fresh
Lan et al.,2010,Chinese Journal of Eco-Agriculture (Chinese),10.3724/sp.j.1011.2010.00917,China,Field,Field,Temperate,250,,6.6,7.5,,,,,15.90,21.30,,9.30,,,,,,40,,,Rhizosphere,,Maize,Grass,Chickpea,Legume,3,3,0.90,,,0.90,Acid phosphatase,3.1.3.2,Phosphorous,0.91,0.22,1.00,0.16,,,,,,0.09,0.03,    ,    ,PNP,Fresh
Lan et al.,2010,Chinese Journal of Eco-Agriculture (Chinese),10.3724/sp.j.1011.2010.00917,China,Field,Field,Temperate,250,,6.6,7.5,,,,,15.90,21.30,,9.30,,,,,,40,,,Rhizosphere,,Chickpea,Legume,Maize,Grass,3,3,0.90,,,0.90,Acid phosphatase,3.1.3.2,Phosphorous,0.85,0.03,0.83,0.04,,,,,,-0.02,0.00,    ,    ,PNP,Fresh
Lan et al.,2010,Chinese Journal of Eco-Agriculture (Chinese),10.3724/sp.j.1011.2010.00917,China,Field,Field,Temperate,250,,6.6,7.5,,,,,15.90,21.30,,9.30,,,,,,80,,,Rhizosphere,,Maize,Grass,Chickpea,Legume,3,3,1.13,,,1.13,Acid phosphatase,3.1.3.2,Phosphorous,1.05,0.21,1.15,0.27,,,,,,0.09,0.03,    ,    ,PNP,Fresh
Lan et al.,2010,Chinese Journal of Eco-Agriculture (Chinese),10.3724/sp.j.1011.2010.00917,China,Field,Field,Temperate,250,,6.6,7.5,,,,,15.90,21.30,,9.30,,,,,,80,,,Rhizosphere,,Chickpea,Legume,Maize,Grass,3,3,1.13,,,1.13,Acid phosphatase,3.1.3.2,Phosphorous,0.95,0.03,0.89,0.08,,,,,,-0.07,0.00,    ,    ,PNP,Fresh
Li et al.,2011,Chemosphere,10.1016/j.chemosphere.2011.06.007,China,Pot,Covered,,,,,5.36,,,,,2.85,139.00,0.46,34.30,5.84,3.39,c,,,,,1,Bulk,,Pumpkin,Forb,Soybean,Legume,3,3,,,,,FDA,,General,10.80,0.42,5.76,0.42,,,,,,-0.63,0.00,    ,    ,Schnurer and Rosswall,Fresh
Li et al.,2011,Chemosphere,10.1016/j.chemosphere.2011.06.007,China,Pot,Covered,,,,,5.36,,,,,2.85,139.00,0.46,34.30,5.84,3.39,c,,,,,1,Bulk,,Soybean,Legume,Pumpkin,Forb,3,3,,,,,FDA,,General,11.76,0.42,5.76,0.42,,,,,,-0.71,0.00,    ,    ,Schnurer and Rosswall,Fresh
Li et al.,2011,Chemosphere,10.1016/j.chemosphere.2011.06.007,China,Pot,Covered,,,,,5.36,,,,,2.85,139.00,0.46,34.30,5.84,3.39,c,,,,,1,Bulk,,Pumpkin,Forb,Maize,Grass,3,3,,,,,FDA,,General,10.80,0.42,13.20,0.62,,,,,,0.20,0.00,    ,    ,Schnurer and Rosswall,Fresh
Li et al.,2011,Chemosphere,10.1016/j.chemosphere.2011.06.007,China,Pot,Covered,,,,,5.36,,,,,2.85,139.00,0.46,34.30,5.84,3.39,c,,,,,1,Bulk,,Maize,Grass,Pumpkin,Forb,3,3,,,,,FDA,,General,4.80,0.42,13.20,0.62,,,,,,1.01,0.00,    ,    ,Schnurer and Rosswall,Fresh
Li et al.,2011,Chemosphere,10.1016/j.chemosphere.2011.06.007,China,Pot,Covered,,,,,5.36,,,,,2.85,139.00,0.46,34.30,5.84,3.39,c,,,,,1,Bulk,,Soybean,Legume,Maize,Grass,3,3,,,,,FDA,,General,11.76,0.42,11.10,1.56,,,,,,-0.06,0.01,    ,    ,Schnurer and Rosswall,Fresh
Li et al.,2011,Chemosphere,10.1016/j.chemosphere.2011.06.007,China,Pot,Covered,,,,,5.36,,,,,2.85,139.00,0.46,34.30,5.84,3.39,c,,,,,1,Bulk,,Maize,Grass,Soybean,Legume,3,3,,,,,FDA,,General,4.80,0.52,11.10,1.56,,,,,,0.84,0.01,    ,    ,Schnurer and Rosswall,Fresh
