author,year,journal,doi,location,type,cover,zone,map,map_note,mat,ph,sand,silt,clay,texture_note,tot_n,av_n,tot_p,av_p,som,soc,soc_note,n_fert_class,n_fert_amt,p_fert_amt,irrigated,duration,sample,depth,main,main_cat,inter,inter_cat,n_ctrl,n_trt,ler,yield_rr,yield_lnrr,yield_ler,enz,enz_ec,enz_type,avg_eea_ctrl,stddev_eea_ctrl,avg_eea_trt,stddev_avg_trt,stddev_note,avg_mbc_ctrl,stddev_mbc_ctrl,avg_mbc_trt,stddev_mbc_trt,lnrr_eea,var_lnrr_eea,lnrr_mbc,var_lnrr_mbc,assay_method,assay_soil
Nyawade et al.,2019,Applied Soil Ecology,10.1016/j.apsoil.2019.04.015,Kenya,Field,Field,Tropical,900,,27,5,42.2,33.3,24.5,,,,,,,,,Low,90,90,,2,Bulk,10,Potato,Forb,Lima bean,Legume,4,4,,,,,FDA,,General,88.70,7.00,108.80,7.00,,3.80,0.18,4.50,0.18,0.20,0.00,0.17,0.00,Soil optimized,Air dried
Nyawade et al.,2019,Applied Soil Ecology,10.1016/j.apsoil.2019.04.015,Kenya,Field,Field,Tropical,900,,27,5,42.2,33.3,24.5,,,,,,,,,Low,90,90,,2,Bulk,10,Dolichos,Legume,Potato,Forb,4,4,,,,,FDA,,General,148.90,7.00,111.80,7.00,,5.20,0.18,4.80,0.18,-0.29,0.00,-0.08,0.00,Soil optimized,Air dried
Nyawade et al.,2019,Applied Soil Ecology,10.1016/j.apsoil.2019.04.015,Kenya,Field,Field,Tropical,900,,27,5,42.2,33.3,24.5,,,,,,,,,Low,90,90,,2,Bulk,10,Lima bean,Legume,Potato,Forb,4,4,,,,,FDA,,General,133.60,7.00,108.80,7.00,,4.90,0.18,4.50,0.18,-0.21,0.00,-0.09,0.00,Soil optimized,Air dried
Nyawade et al.,2019,Applied Soil Ecology,10.1016/j.apsoil.2019.04.015,Kenya,Field,Field,Tropical,900,,27,5,42.2,33.3,24.5,,,,,,,,,Low,90,90,,2,Bulk,10,Potato,Forb,Dolichos,Legume,4,4,,,,,Dehydrogenase,1.1.1.-,General,35.50,1.69,50.40,1.69,,3.80,0.18,4.80,0.18,0.35,0.00,0.23,0.00,INT,Air dried
Nyawade et al.,2019,Applied Soil Ecology,10.1016/j.apsoil.2019.04.015,Kenya,Field,Field,Tropical,900,,27,5,42.2,33.3,24.5,,,,,,,,,Low,90,90,,2,Bulk,10,Potato,Forb,Lima bean,Legume,4,4,,,,,Dehydrogenase,1.1.1.-,General,35.50,1.69,108.80,1.69,,3.80,0.18,4.50,0.18,1.12,0.00,0.17,0.00,INT,Air dried
Nyawade et al.,2019,Applied Soil Ecology,10.1016/j.apsoil.2019.04.015,Kenya,Field,Field,Tropical,900,,27,5,42.2,33.3,24.5,,,,,,,,,Low,90,90,,2,Bulk,10,Dolichos,Legume,Potato,Forb,4,4,,,,,Dehydrogenase,1.1.1.-,General,58.90,1.69,50.40,1.69,,5.20,0.18,4.80,0.18,-0.16,0.00,-0.08,0.00,INT,Air dried
Nyawade et al.,2019,Applied Soil Ecology,10.1016/j.apsoil.2019.04.015,Kenya,Field,Field,Tropical,900,,27,5,42.2,33.3,24.5,,,,,,,,,Low,90,90,,2,Bulk,10,Lima bean,Legume,Potato,Forb,4,4,,,,,Dehydrogenase,1.1.1.-,General,56.80,1.69,49.20,1.69,,4.90,0.18,4.50,0.18,-0.14,0.00,-0.09,0.00,INT,Air dried
Fu et al.,2019,Journal of Integrative Agriculture,10.1016/S2095-3119(18)62114-8,China,Field,Field,Temperate,1009,,17.4,,,,,,0.90,77.35,0.50,22.83,,,,Medium,135,75,,1.5,Rhizosphere,,Maize,Grass,Soybean,Legume,3,3,,,,,Protease,3.4.-,Nitrogen,0.35,0.03,0.46,0.03,,,,,,0.27,0.00,    ,    ,Nanjing kit,Air dried
Fu et al.,2019,Journal of Integrative Agriculture,10.1016/S2095-3119(18)62114-8,China,Field,Field,Temperate,1009,,17.4,,,,,,0.90,77.35,0.50,22.83,,,,Medium,135,75,,1.5,Rhizosphere,,Soybean,Legume,Maize,Grass,3,3,,,,,Protease,3.4.-,Nitrogen,0.42,0.03,0.45,0.03,,,,,,0.07,0.00,    ,    ,Nanjing kit,Fresh
Fu et al.,2019,Journal of Integrative Agriculture,10.1016/S2095-3119(18)62114-8,China,Field,Field,Temperate,1009,,17.4,,,,,,0.90,77.35,0.50,22.83,,,,Medium,135,75,,1.5,Rhizosphere,,Maize,Grass,Soybean,Legume,3,3,,,,,Urease,3.5.1.5,Nitrogen,3.62,0.46,4.34,0.46,,,,,,0.18,0.01,    ,    ,Nanjing kit,Fresh
Fu et al.,2019,Journal of Integrative Agriculture,10.1016/S2095-3119(18)62114-8,China,Field,Field,Temperate,1009,,17.4,,,,,,0.90,77.35,0.50,22.83,,,,Medium,135,75,,1.5,Rhizosphere,,Soybean,Legume,Maize,Grass,3,3,,,,,Urease,3.5.1.5,Nitrogen,4.00,0.46,4.15,0.46,,,,,,0.04,0.01,    ,    ,Nanjing kit,Fresh
Xu et al.,2019,Chin. J. Appl. Ecol. (Chinese),10.13287/j.1001-9332.201906.037,China,Field,Field,Temperate,460,,,6.5,,,,,,89.20,,106.00,31.10,18.04,c,None,0,360,,,Rhizosphere,,Mulberry,Woody,Alfalfa,Legume,3,3,,,,,Urease,3.5.1.5,Nitrogen,113.00,3.46,146.00,6.93,,,,,,0.26,0.00,    ,    ,Guan,Fresh
Xu et al.,2019,Chin. J. Appl. Ecol. (Chinese),10.13287/j.1001-9332.201906.037,China,Field,Field,Temperate,460,,,6.5,,,,,,89.20,,106.00,31.10,18.04,c,None,0,360,,,Rhizosphere,,Mulberry,Woody,Alfalfa,Legume,3,3,,,,,Peroxidase,1.11.1.7,Oxidative,7.00,0.52,6.50,0.35,,,,,,-0.07,0.00,    ,    ,Guan,Fresh
Xu et al.,2019,Chin. J. Appl. Ecol. (Chinese),10.13287/j.1001-9332.201906.037,China,Field,Field,Temperate,460,,,6.5,,,,,,89.20,,106.00,31.10,18.04,c,None,0,360,,,Rhizosphere,,Mulberry,Woody,Alfalfa,Legume,3,3,,,,,Catalase,1.11.1.6,General,0.06,0.07,0.05,0.07,,,,,,-0.18,1.11,    ,    ,KMnO4,Fresh
Xu et al.,2019,Chin. J. Appl. Ecol. (Chinese),10.13287/j.1001-9332.201906.037,China,Field,Field,Temperate,460,,,6.5,,,,,,89.20,,106.00,31.10,18.04,c,None,0,360,,,Rhizosphere,,Mulberry,Woody,Alfalfa,Legume,3,3,,,,,Polyphenoloxidase,1.10.3.1,Oxidative,8.60,0.87,2.80,0.35,,,,,,-1.12,0.01,    ,    ,Pyrogallol,Fresh
Xu et al.,2019,Chin. J. Appl. Ecol. (Chinese),10.13287/j.1001-9332.201906.037,China,Field,Field,Temperate,460,,,6.5,,,,,,89.20,,106.00,31.10,18.04,c,High,360,360,,,Rhizosphere,,Mulberry,Woody,Alfalfa,Legume,3,3,,,,,Urease,3.5.1.5,Nitrogen,145.00,1.73,248.00,5.20,,,,,,0.54,0.00,    ,    ,Guan,Fresh
Xu et al.,2019,Chin. J. Appl. Ecol. (Chinese),10.13287/j.1001-9332.201906.037,China,Field,Field,Temperate,460,,,6.5,,,,,,89.20,,106.00,31.10,18.04,c,High,360,360,,,Rhizosphere,,Mulberry,Woody,Alfalfa,Legume,3,3,,,,,Peroxidase,1.11.1.7,Oxidative,10.30,0.17,12.20,1.04,,,,,,0.17,0.00,    ,    ,Guan,Fresh
Xu et al.,2019,Chin. J. Appl. Ecol. (Chinese),10.13287/j.1001-9332.201906.037,China,Field,Field,Temperate,460,,,6.5,,,,,,89.20,,106.00,31.10,18.04,c,High,360,360,,,Rhizosphere,,Mulberry,Woody,Alfalfa,Legume,3,3,,,,,Catalase,1.11.1.6,General,0.06,0.07,0.05,0.07,,,,,,-0.18,1.11,    ,    ,KMnO4,Fresh
Xu et al.,2019,Chin. J. Appl. Ecol. (Chinese),10.13287/j.1001-9332.201906.037,China,Field,Field,Temperate,460,,,6.5,,,,,,89.20,,106.00,31.10,18.04,c,High,360,360,,,Rhizosphere,,Mulberry,Woody,Alfalfa,Legume,3,3,,,,,Polyphenoloxidase,1.10.3.1,Oxidative,3.30,0.17,6.40,0.35,,,,,,0.66,0.00,    ,    ,Pyrogallol,Fresh
Salanki et al.,2019,Journal of Soils and Sediments,10.1007/s11368-018-2156-3,China,Field,Field,Tropical,,,20,5.85,,,,,0.94,4.07,0.53,33.36,11.97,6.94,c,Medium,150,75,,1,Rhizosphere,,Sugarcane,Grass,Peanut,Legume,3,3,,1.00,0.00,1.00,Urease,3.5.1.5,Nitrogen,3.07,0.35,2.56,0.81,,,,,,-0.18,0.04,    ,    ,Guan,Fresh
Salanki et al.,2019,Journal of Soils and Sediments,10.1007/s11368-018-2156-3,China,Field,Field,Tropical,,,20,5.85,,,,,0.94,4.07,0.53,33.36,11.97,6.94,c,Medium,150,75,,1,Rhizosphere,,Sugarcane,Grass,Soybean,Legume,3,3,,1.01,0.01,1.01,Urease,3.5.1.5,Nitrogen,3.07,0.35,3.02,0.83,,,,,,-0.02,0.03,    ,    ,Guan,Fresh
Salanki et al.,2019,Journal of Soils and Sediments,10.1007/s11368-018-2156-3,China,Field,Field,Tropical,,,20,5.85,,,,,0.94,4.07,0.53,33.36,11.97,6.94,c,Medium,150,75,,1,Rhizosphere,,Sugarcane,Grass,Peanut,Legume,3,3,,1.00,0.00,1.00,Dehydrogenase,1.1.1.-,General,15.38,1.09,18.12,1.02,,,,,,0.16,0.00,    ,    ,TPF/TTC,Fresh
Salanki et al.,2019,Journal of Soils and Sediments,10.1007/s11368-018-2156-3,China,Field,Field,Tropical,,,20,5.85,,,,,0.94,4.07,0.53,33.36,11.97,6.94,c,Medium,150,75,,1,Rhizosphere,,Sugarcane,Grass,Soybean,Legume,3,3,,1.01,0.01,1.01,Dehydrogenase,1.1.1.-,General,15.38,1.09,16.93,1.02,,,,,,0.10,0.00,    ,    ,TPF/TTC,Fresh
Salanki et al.,2019,Journal of Soils and Sediments,10.1007/s11368-018-2156-3,China,Field,Field,Tropical,,,20,5.17,,,,,1.45,13.44,1.08,33.36,29.23,16.95,c,Medium,150,75,,1,Rhizosphere,,Sugarcane,Grass,Peanut,Legume,3,3,,1.02,0.02,1.02,Urease,3.5.1.5,Nitrogen,5.66,1.14,5.75,0.90,,,,,,0.02,0.02,    ,    ,Guan,Fresh
Salanki et al.,2019,Journal of Soils and Sediments,10.1007/s11368-018-2156-3,China,Field,Field,Tropical,,,20,5.17,,,,,1.45,13.44,1.08,33.36,29.23,16.95,c,Medium,150,75,,1,Rhizosphere,,Sugarcane,Grass,Soybean,Legume,3,3,,1.03,0.03,1.03,Urease,3.5.1.5,Nitrogen,5.66,1.14,5.80,0.76,,,,,,0.02,0.02,    ,    ,Guan,Fresh
Salanki et al.,2019,Journal of Soils and Sediments,10.1007/s11368-018-2156-3,China,Field,Field,Tropical,,,20,5.17,,,,,1.45,13.44,1.08,33.36,29.23,16.95,c,Medium,150,75,,1,Rhizosphere,,Sugarcane,Grass,Peanut,Legume,3,3,,1.02,0.02,1.02,Dehydrogenase,1.1.1.-,General,11.82,0.47,16.68,0.71,,,,,,0.34,0.00,    ,    ,TPF/TTC,Fresh
Salanki et al.,2019,Journal of Soils and Sediments,10.1007/s11368-018-2156-3,China,Field,Field,Tropical,,,20,5.17,,,,,1.45,13.44,1.08,33.36,29.23,16.95,c,Medium,150,75,,1,Rhizosphere,,Sugarcane,Grass,Soybean,Legume,3,3,,1.03,0.03,1.03,Dehydrogenase,1.1.1.-,General,11.82,0.47,12.65,0.61,,,,,,0.07,0.00,    ,    ,TPF/TTC,Fresh
Wang et al.,2020,Ecotoxicology and Environmental Safety,10.1016/j.ecoenv.2020.111383,China,Pot,Covered,,,,,8.57,,,,,,105.00,,8.93,28.67,16.63,c,High,400,300,,1,Rhizosphere,,Wheat,Grass,NIghtshade,Forb,4,4,,0.85,-0.16,0.85,Catalase,1.11.1.6,General,42.60,0.03,27.80,0.03,,,,,,-0.43,0.00,    ,    ,,Fresh
Wang et al.,2020,Ecotoxicology and Environmental Safety,10.1016/j.ecoenv.2020.111383,China,Pot,Covered,,,,,8.57,,,,,,105.00,,8.93,28.67,16.63,c,High,400,300,,1,Rhizosphere,,Nightshade,Forb,Wheat,Grass,4,4,,1.34,0.29,1.34,Catalase,1.11.1.6,General,41.00,0.03,43.00,0.03,,,,,,0.05,0.00,    ,    ,,Fresh
Wang et al.,2020,Ecotoxicology and Environmental Safety,10.1016/j.ecoenv.2020.111383,China,Pot,Covered,,,,,8.57,,,,,,105.00,,8.93,28.67,16.63,c,High,400,300,,1,Rhizosphere,,Wheat,Grass,Nightshade,Forb,4,4,,0.85,-0.16,0.85,Urease,3.5.1.5,Nitrogen,550.00,77.00,522.00,37.00,,,,,,-0.05,0.01,    ,    ,,Fresh
Wang et al.,2020,Ecotoxicology and Environmental Safety,10.1016/j.ecoenv.2020.111383,China,Pot,Covered,,,,,8.57,,,,,,105.00,,8.93,28.67,16.63,c,High,400,300,,1,Rhizosphere,,Nightshade,Forb,Wheat,Grass,4,4,,1.34,0.29,1.34,Urease,3.5.1.5,Nitrogen,596.00,54.00,558.00,81.00,,,,,,-0.07,0.01,    ,    ,,Fresh
Wang et al.,2020,Ecotoxicology and Environmental Safety,10.1016/j.ecoenv.2020.111383,China,Pot,Covered,,,,,8.57,,,,,,105.00,,8.93,28.67,16.63,c,High,400,300,,1,Rhizosphere,,Wheat,Grass,Nightshade,Forb,4,4,,0.85,-0.16,0.85,Acid phosphatase,3.1.3.2,Phosphorous,14.60,0.52,11.50,1.61,,,,,,-0.24,0.01,    ,    ,,Fresh
Wang et al.,2020,Ecotoxicology and Environmental Safety,10.1016/j.ecoenv.2020.111383,China,Pot,Covered,,,,,8.57,,,,,,105.00,,8.93,28.67,16.63,c,High,400,300,,1,Rhizosphere,,Nightshade,Forb,Wheat,Grass,4,4,,1.34,0.29,1.34,Acid phosphatase,3.1.3.2,Phosphorous,11.70,1.11,13.30,1.84,,,,,,0.13,0.01,    ,    ,,Fresh
Wang et al.,2020,Food and Energy Security,10.1002/fes3.252,China,Pot,Covered,,,,,8.2,,,,,0.72,,,2.60,,11.50,,,,180,,1,Rhizosphere,,Maize,Grass,Alfalfa,Legume,8,8,,1.67,0.52,1.67,Acid phosphatase,3.1.3.2,Phosphorous,0.08,0.04,0.14,0.07,,,,,,0.56,0.06,    ,    ,PNP,Fresh
Wang et al.,2020,Food and Energy Security,10.1002/fes3.252,China,Pot,Covered,,,,,8.2,,,,,0.72,,,2.60,,11.50,,,,180,,1,Rhizosphere,,Alfalfa,Legume,Maize,Grass,8,8,,1.24,0.22,1.24,Acid phosphatase,3.1.3.2,Phosphorous,0.37,0.10,0.51,0.15,,,,,,0.32,0.02,    ,    ,PNP,Fresh
Roohi et al.,2020,Journal of Environmental Management,10.1016/j.jenvman.2020.111033,Pakistan,Field,Field,Temperate,,,25,7.79,54.6,19.1,26.3,,0.49,42.00,0.08,10.87,9.68,5.60,,None,0,0,Yes,1.5,Bulk,20,Maize,Grass,Cowpea,Legume,8,8,,,,,Alkaline phosphatase,3.1.3.1,Phosphorous,181.95,25.82,195.00,30.12,,,,,,0.07,0.01,    ,    ,PNP,Fresh
Roohi et al.,2020,Journal of Environmental Management,10.1016/j.jenvman.2020.111033,Pakistan,Field,Field,Temperate,,,25,7.79,54.6,19.1,26.3,,0.49,42.00,0.08,10.87,9.68,5.60,,None,0,0,Yes,1.5,Bulk,20,Cowpea,Legume,Maize,Grass,8,8,,,,,Alkaline phosphatase,3.1.3.1,Phosphorous,176.50,28.28,195.30,29.98,,,,,,0.10,0.01,    ,    ,PNP,Fresh
Roohi et al.,2020,Journal of Environmental Management,10.1016/j.jenvman.2020.111033,Pakistan,Field,Field,Temperate,,,25,7.79,54.6,19.1,26.3,,0.49,42.00,0.08,10.87,9.68,5.60,,Low,4,2,Yes,1.5,Bulk,20,Maize,Grass,Cowpea,Legume,8,8,,,,,Alkaline phosphatase,3.1.3.1,Phosphorous,209.90,32.81,220.00,31.11,,,,,,0.05,0.01,    ,    ,PNP,Fresh
Roohi et al.,2020,Journal of Environmental Management,10.1016/j.jenvman.2020.111033,Pakistan,Field,Field,Temperate,,,25,7.79,54.6,19.1,26.3,,0.49,42.00,0.08,10.87,9.68,5.60,,Low,4,2,Yes,1.5,Bulk,20,Cowpea,Legume,Maize,Grass,8,8,,,,,Alkaline phosphatase,3.1.3.1,Phosphorous,191.40,29.98,220.00,31.11,,,,,,0.14,0.01,    ,    ,PNP,Fresh
Roohi et al.,2020,Journal of Environmental Management,10.1016/j.jenvman.2020.111033,Pakistan,Field,Field,Temperate,,,25,7.79,54.6,19.1,26.3,,0.49,42.00,0.08,10.87,9.68,5.60,,Medium,100,80,Yes,1.5,Bulk,20,Maize,Grass,Cowpea,Legume,8,8,,,,,Alkaline phosphatase,3.1.3.1,Phosphorous,183.20,29.13,202.60,34.51,,,,,,0.10,0.01,    ,    ,PNP,Fresh
Roohi et al.,2020,Journal of Environmental Management,10.1016/j.jenvman.2020.111033,Pakistan,Field,Field,Temperate,,,25,7.79,54.6,19.1,26.3,,0.49,42.00,0.08,10.87,9.68,5.60,,Medium,100,80,Yes,1.5,Bulk,20,Cowpea,Legume,Maize,Grass,8,8,,,,,Alkaline phosphatase,3.1.3.1,Phosphorous,178.30,27.44,202.60,34.51,,,,,,0.13,0.01,    ,    ,PNP,Fresh
Roohi et al.,2020,Journal of Environmental Management,10.1016/j.jenvman.2020.111033,Pakistan,Field,Field,Temperate,,,25,7.79,54.6,19.1,26.3,,0.49,42.00,0.08,10.87,9.68,5.60,,Medium,100,80,Yes,1.5,Bulk,20,Maize,Grass,Cowpea,Legume,8,8,,,,,Alkaline phosphatase,3.1.3.1,Phosphorous,241.60,36.20,253.10,44.69,,,,,,0.05,0.01,    ,    ,PNP,Fresh
Roohi et al.,2020,Journal of Environmental Management,10.1016/j.jenvman.2020.111033,Pakistan,Field,Field,Temperate,,,25,7.79,54.6,19.1,26.3,,0.49,42.00,0.08,10.87,9.68,5.60,,Medium,100,80,Yes,1.5,Bulk,20,Cowpea,Legume,Maize,Grass,8,8,,,,,Alkaline phosphatase,3.1.3.1,Phosphorous,223.00,33.66,253.10,44.69,,,,,,0.13,0.01,    ,    ,PNP,Fresh
Roohi et al.,2020,Journal of Environmental Management,10.1016/j.jenvman.2020.111033,Pakistan,Field,Field,Temperate,,,25,7.79,54.6,19.1,26.3,,0.49,42.00,0.08,10.87,9.68,5.60,,None,0,0,Yes,1.5,Bulk,20,Maize,Grass,Cowpea,Legume,8,8,,,,,Acid phosphatase,3.1.3.2,Phosphorous,24.00,5.94,29.60,5.09,,,,,,0.21,0.01,    ,    ,PNP,Fresh
Roohi et al.,2020,Journal of Environmental Management,10.1016/j.jenvman.2020.111033,Pakistan,Field,Field,Temperate,,,25,7.79,54.6,19.1,26.3,,0.49,42.00,0.08,10.87,9.68,5.60,,None,0,0,Yes,1.5,Bulk,20,Cowpea,Legume,Maize,Grass,8,8,,,,,Acid phosphatase,3.1.3.2,Phosphorous,20.60,5.94,29.60,5.09,,,,,,0.36,0.01,    ,    ,PNP,Fresh
Roohi et al.,2020,Journal of Environmental Management,10.1016/j.jenvman.2020.111033,Pakistan,Field,Field,Temperate,,,25,7.79,54.6,19.1,26.3,,0.49,42.00,0.08,10.87,9.68,5.60,,Low,4,2,Yes,1.5,Bulk,20,Maize,Grass,Cowpea,Legume,8,8,,,,,Acid phosphatase,3.1.3.2,Phosphorous,28.40,4.24,34.20,6.22,,,,,,0.19,0.01,    ,    ,PNP,Fresh
Roohi et al.,2020,Journal of Environmental Management,10.1016/j.jenvman.2020.111033,Pakistan,Field,Field,Temperate,,,25,7.79,54.6,19.1,26.3,,0.49,42.00,0.08,10.87,9.68,5.60,,Low,4,2,Yes,1.5,Bulk,20,Cowpea,Legume,Maize,Grass,8,8,,,,,Acid phosphatase,3.1.3.2,Phosphorous,23.40,5.37,34.20,6.22,,,,,,0.38,0.01,    ,    ,PNP,Fresh
Roohi et al.,2020,Journal of Environmental Management,10.1016/j.jenvman.2020.111033,Pakistan,Field,Field,Temperate,,,25,7.79,54.6,19.1,26.3,,0.49,42.00,0.08,10.87,9.68,5.60,,Medium,100,80,Yes,1.5,Bulk,20,Maize,Grass,Cowpea,Legume,8,8,,,,,Acid phosphatase,3.1.3.2,Phosphorous,30.20,7.35,31.90,6.79,,,,,,0.06,0.01,    ,    ,PNP,Fresh
Roohi et al.,2020,Journal of Environmental Management,10.1016/j.jenvman.2020.111033,Pakistan,Field,Field,Temperate,,,25,7.79,54.6,19.1,26.3,,0.49,42.00,0.08,10.87,9.68,5.60,,Medium,100,80,Yes,1.5,Bulk,20,Cowpea,Legume,Maize,Grass,8,8,,,,,Acid phosphatase,3.1.3.2,Phosphorous,21.70,5.09,31.90,6.79,,,,,,0.39,0.01,    ,    ,PNP,Fresh
Roohi et al.,2020,Journal of Environmental Management,10.1016/j.jenvman.2020.111033,Pakistan,Field,Field,Temperate,,,25,7.79,54.6,19.1,26.3,,0.49,42.00,0.08,10.87,9.68,5.60,,Medium,100,80,Yes,1.5,Bulk,20,Maize,Grass,Cowpea,Legume,8,8,,,,,Acid phosphatase,3.1.3.2,Phosphorous,40.70,8.49,51.40,10.75,,,,,,0.23,0.01,    ,    ,PNP,Fresh
Roohi et al.,2020,Journal of Environmental Management,10.1016/j.jenvman.2020.111033,Pakistan,Field,Field,Temperate,,,25,7.79,54.6,19.1,26.3,,0.49,42.00,0.08,10.87,9.68,5.60,,Medium,100,80,Yes,1.5,Bulk,20,Cowpea,Legume,Maize,Grass,8,8,,,,,Acid phosphatase,3.1.3.2,Phosphorous,34.10,6.79,51.40,10.75,,,,,,0.41,0.01,    ,    ,PNP,Fresh
Tian et al.,2020,Biol Fertil Soils,10.1007/s00374-020-01484-7,China,Field,Field,Tropical,1800,,22,5.7,,,,,,75.00,,75.00,21.00,12.18,c,High,300,135,,10,Rhizosphere,,Sugarcane,Grass,Soybean,Legume,3,6,1.92,,,1.92,Acid phosphatase,3.1.3.2,Phosphorous,387.00,9.53,427.00,13.47,,,,,,0.10,0.00,    ,    ,PNP,Fresh
Tian et al.,2020,Biol Fertil Soils,10.1007/s00374-020-01484-7,China,Field,Field,Tropical,1800,,22,5.7,,,,,,75.00,,75.00,21.00,12.18,c,High,525,135,,10,Rhizosphere,,Sugarcane,Grass,Soybean,Legume,3,6,1.77,,,1.77,Acid phosphatase,3.1.3.2,Phosphorous,413.00,9.53,381.00,13.47,,,,,,-0.08,0.00,    ,    ,PNP,Fresh
Tian et al.,2020,Biol Fertil Soils,10.1007/s00374-020-01484-7,China,Field,Field,Tropical,1800,,22,5.7,,,,,,75.00,,75.00,21.00,12.18,c,High,300,135,,10,Rhizosphere,,Sugarcane,Grass,Soybean,Legume,3,6,1.92,,,1.92,Dehydrogenase,1.1.1.-,General,16.00,2.25,24.00,3.18,,,,,,0.41,0.01,    ,    ,TPF/TTC,Fresh
Tian et al.,2020,Biol Fertil Soils,10.1007/s00374-020-01484-7,China,Field,Field,Tropical,1800,,22,5.7,,,,,,75.00,,75.00,21.00,12.18,c,High,525,135,,10,Rhizosphere,,Sugarcane,Grass,Soybean,Legume,3,6,1.77,,,1.77,Dehydrogenase,1.1.1.-,General,27.00,2.25,21.00,3.18,,,,,,-0.25,0.01,    ,    ,TPF/TTC,Fresh
Schoebitz et al.,2020,Agronomy,10.3390/agronomy10060781,Chile,Field,Field,Temperate,980,,13,5.3,,,,,,17.80,,9.10,124.00,71.92,c,Low,25,125,No,1,Rhizosphere,,Wheat,Grass,Lupin,Legume,9,9,,,,,Phosphatase,3.1.3.-,Phosphorous,0.50,0.18,2.20,0.84,,1512.67,507.99,1702.00,114.00,1.48,0.03,0.12,0.01,PNP,Fresh
Schoebitz et al.,2020,Agronomy,10.3390/agronomy10060781,Chile,Field,Field,Temperate,980,,13,5.3,,,,,,17.80,,9.10,124.00,71.92,c,Low,25,125,No,1,Rhizosphere,,Lupin,Legume,Wheat,Grass,9,9,,,,,Phosphatase,3.1.3.-,Phosphorous,2.57,0.63,2.20,0.84,,1664.00,396.00,1702.00,114.00,-0.16,0.02,0.02,0.01,PNP,Fresh
Schoebitz et al.,2020,Agronomy,10.3390/agronomy10060781,Chile,Field,Field,Temperate,980,,13,5.3,,,,,,17.80,,9.10,124.00,71.92,c,Low,25,125,No,1,Rhizosphere,,Wheat,Grass,Lupin,Legume,9,9,,,,,Urease,3.5.1.5,Nitrogen,2.10,0.30,2.03,0.48,,1512.67,507.99,1702.00,114.00,-0.03,0.01,0.12,0.01,Indophenol blue,Fresh
Schoebitz et al.,2020,Agronomy,10.3390/agronomy10060781,Chile,Field,Field,Temperate,980,,13,5.3,,,,,,17.80,,9.10,124.00,71.92,c,Low,25,125,No,1,Rhizosphere,,Lupin,Legume,Wheat,Grass,9,9,,,,,Urease,3.5.1.5,Nitrogen,2.03,0.30,2.03,0.48,,1664.00,396.00,1702.00,114.00,0.00,0.01,0.02,0.01,Indophenol blue,Fresh
Schoebitz et al.,2020,Agronomy,10.3390/agronomy10060781,Chile,Field,Field,Temperate,980,,13,5.3,,,,,,17.80,,9.10,124.00,71.92,c,Low,25,125,No,1,Rhizosphere,,Wheat,Grass,Lupin,Legume,9,9,,,,,Protease,3.4.-,Nitrogen,0.93,0.30,0.93,0.21,,1512.67,507.99,1702.00,114.00,0.00,0.02,0.12,0.01,Folin-Ciocalteu,Fresh
Schoebitz et al.,2020,Agronomy,10.3390/agronomy10060781,Chile,Field,Field,Temperate,980,,13,5.3,,,,,,17.80,,9.10,124.00,71.92,c,Low,25,125,No,1,Rhizosphere,,Lupin,Legume,Wheat,Grass,9,9,,,,,Protease,3.4.-,Nitrogen,0.80,0.30,0.93,0.21,,1664.00,396.00,1702.00,114.00,0.15,0.02,0.02,0.01,Folin-Ciocalteu,Air dried
Schoebitz et al.,2020,Agronomy,10.3390/agronomy10060781,Chile,Field,Field,Temperate,980,,13,5.3,,,,,,17.80,,9.10,124.00,71.92,c,Low,25,125,No,1,Rhizosphere,,Wheat,Grass,Lupin,Legume,9,9,,,,,?-glucosidase,3.2.1.21,Carbon,0.33,0.09,0.32,0.06,,1512.67,507.99,1702.00,114.00,-0.03,0.01,0.12,0.01,PNG,Air dried
Schoebitz et al.,2020,Agronomy,10.3390/agronomy10060781,Chile,Field,Field,Temperate,980,,13,5.3,,,,,,17.80,,9.10,124.00,71.92,c,Low,25,125,No,1,Rhizosphere,,Lupin,Legume,Wheat,Grass,9,9,,,,,?-glucosidase,3.2.1.21,Carbon,0.31,0.09,0.32,0.06,,1664.00,396.00,1702.00,114.00,0.03,0.01,0.02,0.01,PNG,Air dried
Wan et al.,2020,Chinese Journal of Biotechnology,10.13345/j.cjb.190116,China,Pot,Covered,,,,,5.76,,,,,1.10,,,12.30,183.00,106.14,c,,,,,1,Rhizosphere,,Tomato,Forb,Maize,Grass,4,4,,,,,Urease,3.5.1.5,Nitrogen,0.25,0.04,0.32,0.20,,,,,,0.25,0.10,    ,    ,Indophenol blue,Air dried
Wan et al.,2020,Chinese Journal of Biotechnology,10.13345/j.cjb.190116,China,Pot,Covered,,,,,5.76,,,,,1.10,,,12.30,183.00,106.14,c,,,,,1,Rhizosphere,,Maize,Grass,Tomato,Forb,4,4,,,,,Urease,3.5.1.5,Nitrogen,0.24,0.03,0.31,0.16,,,,,,0.26,0.07,    ,    ,Indophenol blue,Air dried
